Rank,Name,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate
311.0,Texas Tech University,32154.0,36996.0,17134.0,6632.0,33425.0,106500.0,69.0
312.0,"Embry-Riddle Aeronautical University, Daytona Beach",5777.0,6338.0,33120.0,15100.0,51828.0,111200.0,75.0
313.0,University of Cincinnati,28857.0,37155.0,22828.0,7045.0,44490.0,97300.0,76.0
314.0,Hampden-Sydney College,1046.0,1054.0,31337.0,26751.0,60360.0,108600.0,55.0
315.0,Southwestern University,1396.0,1536.0,24993.0,25506.0,54330.0,93500.0,43.0
316.0,Whitworth University,2342.0,2627.0,28229.0,26020.0,57824.0,88800.0,89.0
317.0,Franciscan University of Steubenville,2230.0,2929.0,23699.0,10971.0,37790.0,86200.0,83.0
318.0,Belmont University,6636.0,8012.0,34819.0,13488.0,50740.0,80900.0,81.0
319.0,Saint Anselm College,1964.0,1995.0,31268.0,23338.0,56846.0,100300.0,76.0
320.0,Towson University,21615.0,22705.0,17893.0,8815.0,38754.0,91200.0,77.0
321.0,University of Evansville,2516.0,2537.0,20517.0,26391.0,50868.0,89900.0,70.0
322.0,Earlham College,1072.0,1128.0,19454.0,36987.0,58670.0,88400.0,52.0
323.0,College of Charleston,10863.0,11322.0,19311.0,9018.0,48057.0,85100.0,80.0
324.0,Dordt University,1533.0,1579.0,23792.0,16673.0,43800.0,89600.0,72.0
325.0,Xavier University,4893.0,6786.0,30019.0,20690.0,52380.0,94000.0,74.0
326.0,Milwaukee School of Engineering,2779.0,2823.0,21328.0,25716.0,52046.0,117600.0,63.0
327.0,Pacific Lutheran University,2942.0,3122.0,24034.0,26984.0,54800.0,98100.0,75.0
328.0,Pratt Institute,4050.0,5035.0,43969.0,20362.0,65308.0,102300.0,57.0
329.0,Kettering University,2129.0,2311.0,37247.0,18564.0,59227.0,125000.0,70.0
330.0,St. Joseph's College (NY),1085.0,1176.0,16973.0,14686.0,39050.0,86900.0,68.0
331.0,Knox College,1356.0,1376.0,22998.0,29331.0,56554.0,95400.0,72.0
332.0,Master's University,1551.0,1946.0,26292.0,18498.0,47766.0,86600.0,66.0
333.0,SUNY Maritime College,1778.0,1794.0,18413.0,7134.0,34958.0,140700.0,69.0
334.0,"University of Wisconsin, La Crosse",10480.0,10548.0,14424.0,2975.0,26055.0,88300.0,73.0
335.0,"California State University, Chico",17732.0,17875.0,14703.0,8615.0,36300.0,105100.0,68.0
336.0,"University of North Carolina, Wilmington",16060.0,16487.0,18093.0,5471.0,38678.0,80500.0,67.0
337.0,Rochester Institute of Technology,15217.0,16584.0,30187.0,21055.0,54714.0,106600.0,57.0
338.0,Wagner College,1858.0,2271.0,30106.0,26903.0,62203.0,105900.0,70.0
339.0,Hendrix College,1249.0,1354.0,20695.0,35974.0,60096.0,90300.0,80.0
340.0,Illinois State University,20115.0,20784.0,21345.0,9124.0,40036.0,95000.0,89.0
341.0,Ramapo College of New Jersey,6120.0,6466.0,21316.0,11907.0,39973.0,95200.0,57.0
342.0,Westminster College (UT),2422.0,2570.0,21109.0,20070.0,47784.0,92200.0,93.0
343.0,Mills College,869.0,1310.0,24558.0,35560.0,63767.0,91200.0,87.0
344.0,Luther College,2053.0,2214.0,25273.0,26533.0,54045.0,85900.0,65.0
345.0,Virginia Commonwealth University,26355.0,30675.0,21655.0,9187.0,51204.0,88200.0,84.0
346.0,St. Norbert College,2162.0,2165.0,24930.0,20123.0,48110.0,88700.0,79.0
347.0,University of Wyoming,10874.0,12397.0,13070.0,7422.0,31387.0,98800.0,97.0
348.0,Austin College,1228.0,1288.0,21011.0,29820.0,53784.0,93100.0,52.0
349.0,"University of Nevada, Reno",20196.0,21657.0,14505.0,5672.0,38398.0,95000.0,88.0
350.0,Simmons College,1825.0,6283.0,28308.0,26660.0,58230.0,94300.0,60.0
351.0,Allegheny College,1802.0,1957.0,22927.0,33282.0,61120.0,93500.0,68.0
352.0,Bethel University,3006.0,3797.0,27151.0,19821.0,50350.0,85700.0,83.0
353.0,Adelphi University,5768.0,7978.0,28322.0,20425.0,56358.0,96400.0,73.0
354.0,"SUNY, College at New Paltz",7565.0,7709.0,16192.0,8061.0,34080.0,85200.0,44.0
355.0,Wentworth Institute of Technology,4457.0,4543.0,36690.0,13455.0,54071.0,112700.0,92.0
356.0,Drew University,1678.0,2117.0,26218.0,35351.0,66486.0,95000.0,63.0
357.0,Gordon College,1784.0,1963.0,28240.0,17558.0,49940.0,91300.0,89.0
358.0,Oklahoma State University,23241.0,25295.0,14824.0,9874.0,38686.0,98600.0,74.0
359.0,Millsaps College,859.0,871.0,22292.0,29468.0,55322.0,88700.0,49.0
360.0,Georgia College &amp; State University,6804.0,6952.0,19686.0,7252.0,46834.0,80300.0,79.0
361.0,Rowan University,16047.0,18484.0,23692.0,9357.0,39526.0,91200.0,69.0
362.0,"CUNY, Brooklyn College",17679.0,17803.0,4211.0,9250.0,34942.0,97800.0,40.0
363.0,John Brown University,2230.0,2613.0,22583.0,15476.0,38834.0,82700.0,76.0
364.0,Florida International University,55835.0,56718.0,12503.0,6471.0,36086.0,90100.0,54.0
365.0,Salisbury University,8714.0,8721.0,18792.0,5527.0,34102.0,89800.0,65.0
366.0,Kansas State University,21022.0,22795.0,17926.0,6435.0,39696.0,97200.0,94.0
367.0,Concordia College—Moorhead,2059.0,2140.0,23393.0,23456.0,49488.0,85200.0,62.0
368.0,"University of Wisconsin, Eau Claire",10904.0,10944.0,16188.0,3449.0,27990.0,93600.0,76.0
369.0,North Dakota State University,12915.0,14358.0,15265.0,4666.0,33478.0,98600.0,92.0
370.0,Sacred Heart University,5937.0,8543.0,39973.0,15472.0,58440.0,100500.0,60.0
371.0,Hanover College,1089.0,1103.0,21898.0,26000.0,50450.0,85100.0,84.0
372.0,Florida Institute of Technology,3943.0,6402.0,31592.0,23760.0,59650.0,105400.0,63.0
373.0,Hampshire College,1268.0,1382.0,29416.0,30632.0,67114.0,92300.0,63.0
374.0,Saint John Fisher College,2976.0,3776.0,27022.0,17631.0,47770.0,86700.0,65.0
375.0,"University of Minnesota, Morris",1627.0,1912.0,11051.0,11572.0,25942.0,85300.0,64.0
376.0,Roger Williams University,5024.0,5472.0,35100.0,13685.0,52700.0,92700.0,82.0
377.0,La Salle University,3896.0,5197.0,25937.0,27431.0,45476.0,104800.0,79.0
378.0,Lebanon Valley College,1784.0,1910.0,27137.0,26230.0,57390.0,93100.0,73.0
379.0,Assumption College,2318.0,2481.0,28285.0,20777.0,54594.0,95700.0,79.0
380.0,Merrimack College,3786.0,4191.0,32442.0,20113.0,57865.0,102500.0,82.0
381.0,Grove City College,2373.0,2383.0,,6843.0,28504.0,98400.0,80.0
382.0,University of St. Thomas (TX),1979.0,3168.0,17309.0,23263.0,46506.0,92000.0,81.0
383.0,Le Moyne College,3148.0,3431.0,23130.0,22291.0,49995.0,91700.0,64.0
384.0,St. Edward's University,4300.0,4447.0,22968.0,28957.0,58700.0,89100.0,84.0
385.0,"University of Hawaii, Manoa",15299.0,17612.0,15307.0,7227.0,51550.0,91600.0,83.0
386.0,Augustana College,2591.0,2647.0,24745.0,27532.0,53422.0,88900.0,59.0
387.0,Covenant College,1017.0,1068.0,22202.0,21187.0,45920.0,79400.0,95.0
388.0,Howard University,6156.0,9392.0,23424.0,20427.0,43201.0,101300.0,41.0
389.0,Union University (TN),2853.0,3377.0,22839.0,24075.0,51790.0,83000.0,60.0
390.0,Iona College,3649.0,3792.0,26717.0,23110.0,55864.0,106200.0,92.0
391.0,Lipscomb University,3705.0,4642.0,24279.0,18955.0,47734.0,84800.0,60.0
392.0,Carroll College,1362.0,1415.0,26297.0,20475.0,48538.0,91400.0,78.0
393.0,Berry College,2110.0,2138.0,24165.0,21883.0,50632.0,84900.0,62.0
394.0,Elizabethtown College,1735.0,1766.0,28222.0,27431.0,58490.0,89700.0,74.0
395.0,College of St. Scholastica,3143.0,4276.0,23935.0,23314.0,49104.0,86800.0,68.0
396.0,Augustana University,1743.0,2080.0,18446.0,21816.0,45458.0,88400.0,68.0
397.0,Louisiana Tech University,12708.0,12839.0,10774.0,10650.0,29277.0,100700.0,65.0
398.0,George Fox University,2821.0,4076.0,28366.0,17754.0,48902.0,89600.0,82.0
399.0,University of North Dakota,13957.0,14406.0,15056.0,4640.0,33017.0,96000.0,83.0
400.0,Pace University,10063.0,12986.0,29588.0,28509.0,64982.0,107800.0,80.0
401.0,University of Mississippi,20940.0,23136.0,13929.0,9642.0,40086.0,89100.0,84.0
402.0,California Institute of the Arts,991.0,1498.0,46101.0,15401.0,68993.0,91000.0,24.0
403.0,Linfield College,1535.0,1692.0,27254.0,25864.0,56712.0,92000.0,81.0
404.0,Berklee College of Music,6762.0,6952.0,47270.0,19811.0,63574.0,84200.0,53.0
405.0,University of Northern Iowa,11334.0,11861.0,16496.0,4677.0,31872.0,85300.0,81.0
406.0,New Mexico Institute of Mining and Technology,1707.0,2009.0,13694.0,6883.0,35153.0,120400.0,22.0
407.0,St. John's University (NY),17861.0,21340.0,25747.0,25628.0,59865.0,106600.0,68.0
408.0,University of Massachusetts Lowell,16407.0,18315.0,19322.0,9817.0,46983.0,109300.0,69.0
409.0,South Dakota School of Mines and Technology,2778.0,2885.0,19759.0,4230.0,28770.0,118500.0,83.0
410.0,Goucher College,1508.0,2236.0,25306.0,29040.0,59810.0,90600.0,79.0
411.0,"CUNY, The City College of New York",15842.0,16001.0,2540.0,9669.0,36674.0,99100.0,46.0
412.0,Nebraska Wesleyan University,2064.0,3703.0,23652.0,18976.0,46544.0,80500.0,71.0
413.0,Brigham Young University-Idaho,51881.0,69458.0,7977.0,4070.0,12322.0,93500.0,95.0
414.0,Valparaiso University,3531.0,4026.0,21946.0,26441.0,52980.0,98000.0,84.0
415.0,Lake Forest College,1542.0,1640.0,24628.0,31022.0,58675.0,102600.0,53.0
416.0,Azusa Pacific University,6263.0,9926.0,27267.0,21186.0,52396.0,85700.0,60.0
417.0,"California State University, Fresno",23020.0,25325.0,5872.0,10267.0,32311.0,97300.0,59.0
418.0,West Chester University of Pennsylvania,15851.0,17306.0,22193.0,5743.0,38253.0,92200.0,69.0
419.0,Goshen College,921.0,950.0,19251.0,23958.0,46500.0,79200.0,64.0
420.0,Agnes Scott College,921.0,981.0,20356.0,29066.0,54065.0,83600.0,66.0
421.0,Maryville University of Saint Louis,3486.0,7689.0,23891.0,12346.0,46076.0,80100.0,92.0
422.0,Montclair State University,18785.0,21013.0,18500.0,9983.0,38435.0,95400.0,71.0
423.0,Oregon Institute of Technology,5486.0,7358.0,17041.0,5674.0,42093.0,106800.0,61.0
424.0,Albion College,1476.0,1568.0,17863.0,34181.0,56750.0,99300.0,71.0
425.0,University of North Florida,16309.0,16531.0,13795.0,7267.0,35614.0,86600.0,59.0
426.0,San Francisco State University,29485.0,29758.0,13787.0,8470.0,38599.0,99500.0,70.0
427.0,Montana State University,15848.0,16613.0,17754.0,5661.0,38121.0,96200.0,83.0
428.0,High Point University,4608.0,4951.0,38741.0,10331.0,51105.0,84300.0,81.0
429.0,Whittier College,1660.0,1987.0,25322.0,28841.0,61409.0,95600.0,74.0
430.0,Eckerd College,2037.0,2200.0,32718.0,23182.0,59200.0,88400.0,73.0
431.0,University of Louisville,18009.0,21402.0,16721.0,9589.0,41472.0,87600.0,75.0
432.0,Mississippi State University,19554.0,21883.0,16192.0,10003.0,38410.0,94100.0,62.0
433.0,University of Tampa,8101.0,8895.0,29735.0,12304.0,43708.0,91500.0,53.0
434.0,"California State University, Stanislaus",9299.0,10327.0,6295.0,8875.0,32434.0,94200.0,77.0
435.0,University of Idaho,11344.0,12072.0,14354.0,6993.0,37624.0,97700.0,73.0
436.0,Cornell College (IA),1006.0,1009.0,24355.0,26957.0,55954.0,90600.0,65.0
437.0,Washington &amp; Jefferson College,1412.0,1424.0,27925.0,29017.0,60134.0,92100.0,48.0
438.0,Ohio University,26467.0,29369.0,20853.0,6291.0,36706.0,93300.0,74.0
439.0,Stetson University,3213.0,4252.0,26883.0,30974.0,61374.0,86000.0,68.0
440.0,Moravian College,2195.0,2446.0,26838.0,25900.0,57868.0,95300.0,76.0
441.0,Abilene Christian University,3806.0,5145.0,26037.0,18599.0,48300.0,90900.0,58.0
442.0,"University of Minnesota, Duluth",10490.0,11168.0,17131.0,7100.0,29542.0,95700.0,77.0
443.0,Stockton University,9105.0,9216.0,20364.0,12270.0,37234.0,85800.0,82.0
444.0,University of Rhode Island,16255.0,18089.0,19431.0,10834.0,45735.0,99700.0,70.0
445.0,Utah State University,27679.0,29784.0,13279.0,8145.0,33264.0,93900.0,89.0
446.0,Saint Mary's University of Minnesota,1883.0,5754.0,20210.0,21359.0,45300.0,93700.0,64.0
447.0,McDaniel College,1646.0,2819.0,20333.0,30807.0,55830.0,94600.0,85.0
448.0,North Central College,2883.0,2965.0,23265.0,23128.0,51228.0,92900.0,54.0
449.0,Bellarmine University,2903.0,3757.0,24433.0,28601.0,59306.0,90700.0,89.0
450.0,"SUNY, College at Oneonta",6150.0,6358.0,17513.0,7634.0,33812.0,88000.0,60.0
451.0,"SUNY, Farmingdale State College",9574.0,12307.0,9443.0,7438.0,33818.0,93800.0,59.0
452.0,University of New England,8281.0,8798.0,33183.0,19228.0,54260.0,91500.0,81.0
453.0,Susquehanna University,2351.0,2370.0,25492.0,30386.0,59780.0,94700.0,70.0
454.0,West Virginia University,24183.0,28406.0,11825.0,8964.0,37712.0,99900.0,72.0
455.0,University of La Verne,6653.0,8159.0,25429.0,24969.0,59826.0,90500.0,48.0
456.0,"University of Alabama, Birmingham",13308.0,20902.0,17535.0,9254.0,36800.0,87200.0,92.0
457.0,Sonoma State University,9244.0,9481.0,17296.0,7277.0,37914.0,97100.0,82.0
458.0,Canisius College,2861.0,3464.0,20913.0,26244.0,52172.0,90000.0,78.0
459.0,Houghton College,1043.0,1231.0,19325.0,22690.0,44408.0,77900.0,91.0
460.0,Hamline University,2346.0,3734.0,21103.0,26309.0,52178.0,90400.0,69.0
461.0,Ouachita Baptist University,1545.0,1648.0,18509.0,17776.0,37600.0,80200.0,71.0
462.0,Ohio Wesleyan University,1560.0,1712.0,25194.0,31028.0,60350.0,99200.0,71.0
463.0,Birmingham-Southern College,1283.0,1325.0,22853.0,26594.0,52414.0,88300.0,62.0
464.0,Berea College,1670.0,1710.0,1298.0,33422.0,35394.0,71600.0,35.0
465.0,Roanoke College,2035.0,2087.0,27435.0,26726.0,59327.0,85100.0,67.0
466.0,"University of Colorado, Denver",19806.0,24839.0,14941.0,6251.0,44114.0,95600.0,65.0
467.0,Saint Vincent College,1720.0,1865.0,20909.0,25507.0,48879.0,88300.0,62.0
468.0,Spelman College,2137.0,2166.0,36740.0,13647.0,51642.0,85400.0,40.0
469.0,"California State University, Sacramento",30445.0,31255.0,9733.0,8984.0,37622.0,101100.0,68.0
470.0,Wittenberg University,1884.0,2053.0,24263.0,26135.0,52056.0,105400.0,72.0
471.0,South Dakota State University,12516.0,13103.0,23362.0,4201.0,26052.0,91900.0,91.0
472.0,Coe College,1394.0,1476.0,20767.0,31543.0,55240.0,86900.0,56.0
473.0,East Carolina University,25207.0,29131.0,15415.0,8225.0,38277.0,85400.0,79.0
474.0,"California State University, Northridge",37184.0,41319.0,5703.0,9782.0,34007.0,97300.0,58.0
475.0,University of Alabama in Huntsville,7519.0,9101.0,19986.0,9587.0,36881.0,103900.0,81.0
476.0,Mercer University,5057.0,8653.0,21044.0,28528.0,51293.0,85100.0,73.0
477.0,Oklahoma City University,1983.0,2845.0,26838.0,18588.0,45408.0,87900.0,72.0
478.0,Rider University,4371.0,5073.0,29086.0,25766.0,59700.0,99000.0,67.0
479.0,Loyola University New Orleans,2766.0,3759.0,22766.0,27972.0,55402.0,88600.0,69.0
480.0,Nova Southeastern University,4840.0,20793.0,26606.0,19075.0,49149.0,89800.0,58.0
481.0,Grand Valley State University,24282.0,25049.0,16975.0,6374.0,29314.0,82100.0,81.0
482.0,Florida Atlantic University,30208.0,31454.0,10466.0,8635.0,35804.0,91200.0,60.0
483.0,Northwestern College (IA),1131.0,1243.0,23064.0,19343.0,43650.0,82400.0,68.0
484.0,Pacific University (OR),1995.0,3893.0,29902.0,26103.0,57488.0,94000.0,84.0
485.0,"University of North Carolina, Charlotte",26758.0,29317.0,16286.0,7385.0,37081.0,92600.0,66.0
486.0,Tennessee Technological University,10215.0,10504.0,14813.0,9050.0,42377.0,95100.0,64.0
487.0,Ball State University,19231.0,22513.0,15187.0,10658.0,40448.0,83700.0,62.0
488.0,Elmhurst College,3122.0,3481.0,22443.0,21852.0,50000.0,88500.0,71.0
489.0,Touro College,8622.0,11908.0,23539.0,6815.0,35111.0,103100.0,74.0
490.0,"CUNY, John Jay College of Criminal Justice",14834.0,15583.0,3843.0,9007.0,41261.0,84800.0,39.0
491.0,"CUNY, Lehman College",14130.0,15231.0,1886.0,10685.0,34532.0,83500.0,35.0
492.0,"California State University, East Bay",14691.0,16538.0,11566.0,9402.0,36990.0,103500.0,74.0
493.0,University of South Dakota,9416.0,10261.0,17344.0,5145.0,25521.0,87900.0,87.0
494.0,"University of North Carolina, Asheville",3852.0,4429.0,12763.0,8060.0,36638.0,76100.0,80.0
495.0,Ashland University,6471.0,6781.0,20221.0,12432.0,33954.0,80000.0,74.0
496.0,Simpson College (IA),1479.0,1695.0,22005.0,25683.0,50180.0,88600.0,84.0
497.0,"University of Missouri, Saint Louis",16715.0,17095.0,9930.0,12471.0,40607.0,87500.0,76.0
498.0,Florida Southern College,2759.0,3055.0,24679.0,21189.0,49900.0,82500.0,51.0
499.0,"California State University, Los Angeles",24862.0,28531.0,3792.0,9553.0,36726.0,93800.0,46.0
500.0,"California State University, San Bernardino",19244.0,20692.0,8519.0,9287.0,36127.0,87500.0,57.0
501.0,"University of Texas, Arlington",42966.0,46497.0,13200.0,8484.0,39860.0,99500.0,71.0
502.0,"University of Northwestern, St. Paul",3521.0,3702.0,23249.0,17134.0,43404.0,,93.0
503.0,Lawrence Technological University,2268.0,3069.0,27331.0,17291.0,47482.0,108400.0,60.0
504.0,Mississippi College,3513.0,5036.0,16693.0,13649.0,32385.0,79500.0,39.0
505.0,University of North Georgia,18782.0,20811.0,9854.0,5483.0,28094.0,85600.0,78.0
506.0,Webster University,3732.0,12736.0,22937.0,17927.0,44962.0,83500.0,54.0
507.0,University of North Texas,35099.0,38276.0,13832.0,10638.0,33908.0,90100.0,72.0
508.0,Texas State University,37449.0,38666.0,15545.0,8129.0,34245.0,90600.0,73.0
509.0,University of Maine,10304.0,11240.0,17074.0,8544.0,43618.0,95000.0,92.0
510.0,Central College,1237.0,1433.0,22558.0,26389.0,50547.0,88800.0,70.0
511.0,Christian Brothers University,1919.0,2157.0,9468.0,23780.0,44430.0,96500.0,53.0
512.0,Manhattanville College,1802.0,2690.0,21923.0,26213.0,54780.0,97500.0,82.0
513.0,Georgia State University,29773.0,32816.0,15506.0,10090.0,40873.0,90800.0,70.0
514.0,William Jewell College,933.0,1082.0,21134.0,25621.0,47928.0,94500.0,48.0
515.0,Northern Arizona University,29609.0,31051.0,14789.0,10044.0,40705.0,90000.0,81.0
516.0,Westminster College (PA),1263.0,1289.0,21618.0,25476.0,49546.0,87700.0,72.0
517.0,Missouri State University,22856.0,23697.0,15855.0,5480.0,28502.0,86800.0,84.0
518.0,"University of Nebraska, Omaha",14610.0,15731.0,13173.0,6485.0,34522.0,89500.0,87.0
519.0,Florida Gulf Coast University,14965.0,15317.0,15376.0,4726.0,39434.0,80000.0,64.0
520.0,Meredith College,1789.0,1980.0,24545.0,21258.0,49324.0,77100.0,69.0
521.0,College of Idaho,954.0,999.0,21433.0,18125.0,41347.0,82100.0,76.0
522.0,Carroll University,3048.0,3452.0,22736.0,18551.0,44150.0,86500.0,71.0
523.0,Old Dominion University,22386.0,24375.0,15368.0,7270.0,43444.0,89900.0,86.0
524.0,Mount Saint Mary's University (CA),3100.0,3226.0,28274.0,23270.0,59392.0,97500.0,81.0
525.0,Andrews University,2250.0,3300.0,21460.0,16809.0,39714.0,85000.0,58.0
526.0,Lynn University,2245.0,3010.0,35077.0,14306.0,55923.0,85000.0,85.0
527.0,Baldwin Wallace University,3577.0,3791.0,23729.0,19781.0,46004.0,82800.0,78.0
528.0,Otterbein University,2608.0,2936.0,24287.0,20110.0,46390.0,85600.0,76.0
529.0,University of Massachusetts Boston,15848.0,16415.0,12412.0,11342.0,46941.0,95400.0,75.0
530.0,Queens University of Charlotte,1906.0,2507.0,23348.0,22152.0,48776.0,86600.0,79.0
531.0,"Minnesota State University, Mankato",14712.0,15273.0,15615.0,5108.0,28278.0,90900.0,61.0
532.0,Portland State University,26693.0,27483.0,13578.0,6772.0,43989.0,90500.0,92.0
533.0,Westminster College (MO),767.0,972.0,20402.0,18133.0,40510.0,,90.0
534.0,University of Northern Colorado,11278.0,13399.0,20367.0,7708.0,35653.0,87100.0,89.0
535.0,Ripon College,756.0,813.0,18592.0,28951.0,52341.0,89600.0,68.0
536.0,Marietta College,1145.0,1220.0,24022.0,22617.0,50104.0,94300.0,67.0
537.0,Sam Houston State University,19784.0,20938.0,13560.0,8976.0,31784.0,89900.0,74.0
538.0,St. Mary's University (TX),2432.0,3649.0,17522.0,22029.0,44490.0,95300.0,80.0
539.0,Illinois College,959.0,987.0,16501.0,24557.0,42830.0,81700.0,55.0
540.0,Central Washington University,12901.0,15944.0,14382.0,7096.0,36708.0,93200.0,86.0
541.0,Doane University,1069.0,1072.0,24449.0,20109.0,46710.0,85300.0,65.0
542.0,University of Hartford,6259.0,6561.0,30440.0,21526.0,54662.0,101600.0,81.0
543.0,Hood College,1214.0,2112.0,23416.0,26864.0,54840.0,82600.0,81.0
544.0,University of Colorado Colorado Springs,12932.0,14122.0,15872.0,5682.0,36298.0,90900.0,93.0
545.0,St. Catherine University,3747.0,4724.0,19935.0,26729.0,50716.0,82600.0,70.0
546.0,Fairleigh Dickinson University,6168.0,7846.0,16136.0,31560.0,56618.0,93000.0,88.0
547.0,Millersville University,7720.0,7915.0,22032.0,5668.0,38569.0,84700.0,79.0
548.0,"University of Nevada, Las Vegas",27561.0,30471.0,10555.0,4998.0,37639.0,90400.0,81.0
549.0,Wisconsin Lutheran College,1114.0,1198.0,20073.0,18027.0,41996.0,82500.0,90.0
550.0,Randolph College,684.0,691.0,25614.0,26264.0,54225.0,,86.0
551.0,"CUNY, College of Staten Island",13594.0,15245.0,5687.0,7929.0,39124.0,94600.0,
552.0,Vanguard University,2116.0,2394.0,21374.0,22396.0,46770.0,85600.0,47.0
553.0,Immaculata University,1906.0,2481.0,31971.0,21301.0,45960.0,88100.0,83.0
554.0,Lycoming College,1217.0,1404.0,19019.0,31000.0,53870.0,91000.0,64.0
555.0,"University of Louisiana, Lafayette",17297.0,17556.0,12768.0,7899.0,38503.0,92500.0,51.0
556.0,Huntington University,1146.0,1321.0,21892.0,17623.0,37296.0,,81.0
557.0,Hollins University,674.0,790.0,19456.0,32492.0,54205.0,78000.0,48.0
558.0,Benedictine University,3731.0,5100.0,23827.0,18272.0,48016.0,89400.0,62.0
559.0,"University of North Carolina, Greensboro",18091.0,19922.0,12226.0,9017.0,35818.0,76600.0,78.0
560.0,King's College (PA),2244.0,2469.0,25898.0,21560.0,52030.0,86500.0,71.0
561.0,Hastings College,1202.0,1227.0,21703.0,19652.0,43527.0,87100.0,68.0
562.0,Georgia Southern University,20314.0,20418.0,16548.0,6648.0,33646.0,88000.0,68.0
563.0,Southern Illinois University Edwardsville,13294.0,13796.0,15574.0,6756.0,37774.0,90100.0,90.0
564.0,Western Michigan University,19990.0,22869.0,16934.0,7894.0,27895.0,92200.0,82.0
565.0,Asbury University,1772.0,1990.0,28095.0,15833.0,40575.0,70800.0,70.0
566.0,Oakland University,19321.0,19333.0,12779.0,9476.0,36581.0,93300.0,84.0
567.0,University of New Mexico,23124.0,26221.0,14315.0,6847.0,36736.0,94000.0,67.0
568.0,Bloomsburg University of Pennsylvania,9260.0,9729.0,19725.0,5720.0,35750.0,92200.0,73.0
569.0,Boise State University,23634.0,24121.0,13796.0,8258.0,37248.0,86400.0,84.0
570.0,College of the Atlantic,354.0,390.0,20234.0,37756.0,54969.0,,68.0
571.0,"University of Texas, Rio Grande Valley",27807.0,27809.0,3901.0,9398.0,29995.0,81200.0,80.0
572.0,Maryville College,1181.0,1247.0,18146.0,27778.0,49266.0,75300.0,49.0
573.0,Oral Roberts University,3781.0,3919.0,19035.0,19393.0,41054.0,85100.0,93.0
574.0,"University of Alaska, Fairbanks",7664.0,11866.0,9988.0,7457.0,32563.0,101800.0,77.0
575.0,Randolph-Macon College,1453.0,1491.0,25621.0,25338.0,54180.0,,62.0
576.0,Montana Tech of the University of Montana,1909.0,2155.0,12993.0,6405.0,35755.0,112600.0,92.0
577.0,"St. John's College, Santa Fe",354.0,386.0,20605.0,31845.0,65456.0,,63.0
578.0,"Indiana University-Purdue University, Indianapolis",25516.0,29791.0,12021.0,11347.0,43022.0,88200.0,80.0
579.0,Hartwick College,1201.0,1435.0,26136.0,29494.0,57627.0,99200.0,89.0
580.0,Alfred University,2017.0,2354.0,22286.0,20676.0,43686.0,92000.0,63.0
581.0,Oklahoma Baptist University,2056.0,2093.0,16267.0,18708.0,39840.0,76600.0,65.0
582.0,Alma College,1426.0,1484.0,21836.0,28481.0,52475.0,89900.0,64.0
583.0,Saint Cloud State University,14975.0,15955.0,14633.0,5216.0,28920.0,91600.0,86.0
584.0,Capital University,3120.0,3384.0,20866.0,25272.0,48674.0,85100.0,69.0
585.0,Liberty University,60084.0,75044.0,27573.0,10400.0,38364.0,73600.0,30.0
586.0,Russell Sage College,1560.0,2525.0,19696.0,21706.0,45397.0,81100.0,56.0
587.0,Converse College,906.0,1478.0,21556.0,12497.0,34190.0,71000.0,71.0
588.0,Oglethorpe University,1250.0,1589.0,22018.0,27532.0,53490.0,91400.0,58.0
589.0,Central Michigan University,20786.0,23257.0,15531.0,8624.0,35236.0,83600.0,68.0
590.0,"University of Wisconsin, Milwaukee",24337.0,24988.0,16650.0,5647.0,35510.0,90300.0,72.0
591.0,Bowling Green State University,16592.0,17357.0,19128.0,6542.0,32105.0,87500.0,73.0
592.0,Texas Woman's University,12020.0,15473.0,9493.0,8426.0,29683.0,83400.0,86.0
593.0,University of Mount Union,2195.0,2257.0,22786.0,17954.0,42725.0,88500.0,81.0
594.0,Clarke University,845.0,1039.0,24334.0,17474.0,45900.0,80200.0,63.0
595.0,Carthage College,2860.0,2940.0,26532.0,26379.0,57250.0,85400.0,68.0
596.0,Centenary College of Louisiana,501.0,588.0,24704.0,26633.0,53000.0,88400.0,62.0
597.0,Wichita State University,12704.0,15075.0,14113.0,5793.0,32716.0,87300.0,94.0
598.0,Aurora University,4248.0,5833.0,17220.0,15909.0,37028.0,83400.0,87.0
599.0,Georgetown College (KY),1051.0,1767.0,20769.0,29107.0,50086.0,81900.0,67.0
600.0,Western Kentucky University,20257.0,21431.0,11850.0,7295.0,36806.0,83100.0,95.0
601.0,Wayne State University,20314.0,27064.0,12970.0,9682.0,40763.0,91700.0,67.0
602.0,Western Colorado University,2814.0,3343.0,17229.0,6195.0,35144.0,81500.0,86.0
603.0,Rhode Island College,8171.0,8318.0,10366.0,6877.0,35465.0,83500.0,74.0
604.0,Weber State University,27949.0,32248.0,12061.0,4579.0,29912.0,94000.0,
605.0,Salem College,968.0,984.0,17669.0,25354.0,46080.0,73700.0,57.0
606.0,"University of Texas, El Paso",24386.0,25078.0,8135.0,9183.0,36955.0,92100.0,100.0
607.0,Spring Hill College,1442.0,1485.0,21108.0,29825.0,55168.0,,46.0
608.0,Sweet Briar College,323.0,406.0,21291.0,30802.0,54155.0,79700.0,93.0
